action,type,original,companyId,companyName
ADD,FALSE_POSITIVE,Capri,,
ADD,FALSE_POSITIVE,Carta,,
ADD,FALSE_POSITIVE,Champions,,
ADD,FALSE_POSITIVE,Chocolate,,
ADD,FALSE_POSITIVE,Circa,,
ADD,FALSE_POSITIVE,Clamato,,
ADD,FALSE_POSITIVE,Home Slice Pizza,,
ADD,FALSE_POSITIVE,Slice Pizza,,
ADD,FALSE_POSITIVE,Classico,,
ADD,FALSE_POSITIVE,Clear,,
ADD,FALSE_POSITIVE,Clyde,,
ADD,FALSE_POSITIVE,Contact,,
ADD,FALSE_POSITIVE,Contigo,,
ADD,FALSE_POSITIVE,Costa,,
ADD,FALSE_POSITIVE,Crypto,,
ADD,FALSE_POSITIVE,Crypto.com,,
ADD,FALSE_POSITIVE,Deluxe,,
ADD,FALSE_POSITIVE,Diversey,,
ADD,FALSE_POSITIVE,Donatio,,
ADD,FALSE_POSITIVE,Dockers,,
ADD,FALSE_POSITIVE,Downeast,,
ADD,FALSE_POSITIVE,Earth,,
ADD,FALSE_POSITIVE,East Bay,,
ADD,FALSE_POSITIVE,Evan's,,
ADD,FALSE_POSITIVE,Farmstead,,
ADD,FALSE_POSITIVE,Farmstead LLC,,
ADD,FALSE_POSITIVE,Fresh,,
ADD,FALSE_POSITIVE,Gear Trader LLC,,
ADD,FALSE_POSITIVE,Food Giant,,
ADD,FALSE_POSITIVE,Glory Bees LLC,,
ADD,FALSE_POSITIVE,Graham,,
ADD,FALSE_POSITIVE,Grain,,
ADD,FALSE_POSITIVE,Graze,,
ADD,FALSE_POSITIVE,Greenhouse Pr,,
ADD,FALSE_POSITIVE,Harbor,,
ADD,FALSE_POSITIVE,Heights,,
ADD,FALSE_POSITIVE,Honey,,
ADD,FALSE_POSITIVE,Hudson Roastery,,
ADD,FALSE_POSITIVE,Hunt's,,
ADD,FALSE_POSITIVE,Pay W63 J7 D9 S,,
ADD,FALSE_POSITIVE,Joules,,
ADD,FALSE_POSITIVE,Keystone,,
ADD,FALSE_POSITIVE,Keystoneb,,
ADD,FALSE_POSITIVE,Library,,
ADD,FALSE_POSITIVE,Lighthouse,,
ADD,FALSE_POSITIVE,Liquor,,
ADD,FALSE_POSITIVE,Lobster,,
ADD,FALSE_POSITIVE,Merit,,
ADD,FALSE_POSITIVE,Method,,
ADD,FALSE_POSITIVE,MetLife,,
ADD,FALSE_POSITIVE,Metropolitan,,
ADD,FALSE_POSITIVE,Mickeys,,
ADD,FALSE_POSITIVE,Montys,,
ADD,FALSE_POSITIVE,Mother,,
ADD,FALSE_POSITIVE,Mpp Holdings,,
ADD,FALSE_POSITIVE,Nancy's,,
ADD,FALSE_POSITIVE,Nellie S,,
ADD,FALSE_POSITIVE,Next Door,,
ADD,FALSE_POSITIVE,North,,
ADD,FALSE_POSITIVE,Organics,,
ADD,FALSE_POSITIVE,Pacifico,,
ADD,FALSE_POSITIVE,Pavilion,,
ADD,FALSE_POSITIVE,Philips,,
ADD,FALSE_POSITIVE,Phillips 66,,
ADD,FALSE_POSITIVE,Picnic,,
ADD,FALSE_POSITIVE,Planet,,
ADD,FALSE_POSITIVE,Porter's,,
ADD,FALSE_POSITIVE,Premiere,,
ADD,FALSE_POSITIVE,Princess,,
ADD,FALSE_POSITIVE,Proper,,
ADD,FALSE_POSITIVE,Public,,
ADD,FALSE_POSITIVE,Radius,,
ADD,FALSE_POSITIVE,Redbox,,
ADD,FALSE_POSITIVE,Revelry,,
ADD,FALSE_POSITIVE,Rising,,
ADD,FALSE_POSITIVE,Roark,,
ADD,FALSE_POSITIVE,Rooted,,
ADD,FALSE_POSITIVE,Scott,,
ADD,FALSE_POSITIVE,Sears,,
ADD,FALSE_POSITIVE,Sea Salt,,
ADD,FALSE_POSITIVE,Seasons,,
ADD,FALSE_POSITIVE,Side Door,,
ADD,FALSE_POSITIVE,Simply,,
ADD,FALSE_POSITIVE,Sleep,,
ADD,FALSE_POSITIVE,Soleil,,
ADD,FALSE_POSITIVE,Southern,,
ADD,FALSE_POSITIVE,Square,,
ADD,FALSE_POSITIVE,Summer,,
ADD,FALSE_POSITIVE,Summer's,,
ADD,FALSE_POSITIVE,Superhuman,,
ADD,FALSE_POSITIVE,Supercharge,,
ADD,FALSE_POSITIVE,Sweet Moment,,
ADD,FALSE_POSITIVE,Terra,,
ADD,FALSE_POSITIVE,The Store,,
ADD,FALSE_POSITIVE,The Hunny Pot,,
ADD,FALSE_POSITIVE,The House,,
ADD,FALSE_POSITIVE,Travelers,,
ADD,FALSE_POSITIVE,The White,,
ADD,FALSE_POSITIVE,The Bu,,
ADD,FALSE_POSITIVE,Plus Tires,,
ADD,FALSE_POSITIVE,Treatment,,
ADD,FALSE_POSITIVE,Trident,,
ADD,FALSE_POSITIVE,Unity,,
ADD,FALSE_POSITIVE,Vigilante,,
ADD,FALSE_POSITIVE,We Are,,
ADD,FALSE_POSITIVE,Whistle,,
ADD,FALSE_POSITIVE,Espresso,,
ADD,FALSE_POSITIVE,Espresso LLC,,
ADD,FALSE_POSITIVE,01016 MAZDA TOYOTA,,
ADD,FALSE_POSITIVE,Zip,,
ADD,FALSE_POSITIVE,BOLD LLC,,
ADD,FALSE_POSITIVE,BOSTON COMMON G,,
ADD,FALSE_POSITIVE,CAMP,,
ADD,FALSE_POSITIVE,6296CODE,,
ADD,FALSE_POSITIVE,2643code,,
ADD,FALSE_POSITIVE,2303code,,
ADD,FALSE_POSITIVE,Diamond 2,,
ADD,FALSE_POSITIVE,Food52,,
ADD,FALSE_POSITIVE,GOOD2GO,,
ADD,FALSE_POSITIVE,Keen.com,,
ADD,FALSE_POSITIVE,LONE PINE B,,
ADD,FALSE_POSITIVE,RING-1,,
ADD,FALSE_POSITIVE,SOCIETY6,,
