"companyName","companyId","dataSourceName","dataSourceId","status"
"Anheuser Busch InBev","621b996a5f87e75f5365c3dd","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"ASE Technology Holding Co.","621b996a5f87e75f5365c3e1","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"AstraZeneca","621b996a5f87e75f5365c3e9","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"AstraZeneca","621b996a5f87e75f5365c3e9","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Bayer AG","621b996a5f87e75f5365c3f9","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"TETRA PAK","621b996a5f87e75f5365c3fd","A List CDP - Water Security","629bd91f27ab53e0fa4e598a",1
"TETRA PAK","621b996a5f87e75f5365c3fd","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Brembo SpA","621b996a5f87e75f5365c401","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Brembo SpA","621b996a5f87e75f5365c401","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Braskem S/A","621b996a5f87e75f5365c405","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Empresas CMPC","621b996a5f87e75f5365c411","A List CDP - Water Security","629bd91f27ab53e0fa4e598a",1
"Empresas CMPC","621b996a5f87e75f5365c411","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Formosa Petrochemical","621b996a5f87e75f5365c415","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"City Developments","621b996a5f87e75f5365c419","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"City Developments","621b996a5f87e75f5365c419","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Flex","621b996a5f87e75f5365c41d","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"FIRMENICH SA","621b996a5f87e75f5365c421","A List CDP - Water Security","629bd91f27ab53e0fa4e598a",1
"FIRMENICH SA","621b996a5f87e75f5365c421","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"FIRMENICH SA","621b996a5f87e75f5365c421","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"GEA Group AG","621b996a5f87e75f5365c425","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"GEA Group AG","621b996a5f87e75f5365c425","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Delta Electronics","621b996a5f87e75f5365c431","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Companhia Energetica Minas Gerais - CEMIG","621b996a5f87e75f5365c435","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"FUJIFILM Holdings","621b996a5f87e75f5365c43d","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Givaudan SA","621b996a5f87e75f5365c441","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Givaudan SA","621b996a5f87e75f5365c441","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Formosa Chemicals & Fibre","621b996a5f87e75f5365c445","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"J Sainsbury","621b996a5f87e75f5365c455","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"J Sainsbury","621b996a5f87e75f5365c455","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"KAO Corporation","621b996a5f87e75f5365c459","A List CDP - Water Security","629bd91f27ab53e0fa4e598a",1
"KAO Corporation","621b996a5f87e75f5365c459","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"KAO Corporation","621b996a5f87e75f5365c459","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Fujitsu","621b996a5f87e75f5365c45d","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Fujitsu","621b996a5f87e75f5365c45d","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Klabin S/A","621b996a5f87e75f5365c461","A List CDP - Water Security","629bd91f27ab53e0fa4e598a",1
"Klabin S/A","621b996a5f87e75f5365c461","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Klabin S/A","621b996a5f87e75f5365c461","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Kikkoman Corporation","621b996b5f87e75f5365c465","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Kirin Holdings Co Ltd","621b996b5f87e75f5365c469","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Kirin Holdings Co Ltd","621b996b5f87e75f5365c469","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Kubota Corporation","621b996b5f87e75f5365c46d","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Komatsu","621b996b5f87e75f5365c471","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Komatsu","621b996b5f87e75f5365c471","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Coca-Cola European Partners","621b996b5f87e75f5365c475","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Coca-Cola European Partners","621b996b5f87e75f5365c475","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Mahindra & Mahindra","621b996b5f87e75f5365c479","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Mahindra & Mahindra","621b996b5f87e75f5365c479","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"FUJI OIL HOLDINGS INC.","621b996b5f87e75f5365c481","A List CDP - Water Security","629bd91f27ab53e0fa4e598a",1
"FUJI OIL HOLDINGS INC.","621b996b5f87e75f5365c481","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"FUJI OIL HOLDINGS INC.","621b996b5f87e75f5365c481","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Kia Motors","621b996b5f87e75f5365c485","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Marfrig Global Foods S/A","621b996b5f87e75f5365c489","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Diageo","621b996b5f87e75f5365c48d","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Diageo","621b996b5f87e75f5365c48d","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Electrolux","621b996b5f87e75f5365c495","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Electrolux","621b996b5f87e75f5365c495","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Japan Tobacco","621b996b5f87e75f5365c499","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Japan Tobacco","621b996b5f87e75f5365c499","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Hitachi","621b996b5f87e75f5365c49d","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Hitachi","621b996b5f87e75f5365c49d","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Coca-Cola HBC AG","621b996b5f87e75f5365c4a9","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Coca-Cola HBC AG","621b996b5f87e75f5365c4a9","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Kering","621b996b5f87e75f5365c4ad","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Kering","621b996b5f87e75f5365c4ad","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Mondi","621b996b5f87e75f5365c4b1","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Mondi","621b996b5f87e75f5365c4b1","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Mondi","621b996b5f87e75f5365c4b1","A List CDP - Water Security","629bd91f27ab53e0fa4e598a",1
"Loreal","621b996b5f87e75f5365c4b5","A List CDP - Water Security","629bd91f27ab53e0fa4e598a",1
"Loreal","621b996b5f87e75f5365c4b5","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Loreal","621b996b5f87e75f5365c4b5","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Metsa Board","621b996b5f87e75f5365c4b9","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Metsa Board","621b996b5f87e75f5365c4b9","A List CDP - Water Security","629bd91f27ab53e0fa4e598a",1
"Metsa Board","621b996b5f87e75f5365c4b9","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Nabtesco","621b996b5f87e75f5365c4bd","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Nabtesco","621b996b5f87e75f5365c4bd","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Mitsubishi Electric","621b996b5f87e75f5365c4c1","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Nan Ya Plastics","621b996b5f87e75f5365c4c5","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"NEC Corporation","621b996b5f87e75f5365c4cd","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"NEC Corporation","621b996b5f87e75f5365c4cd","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Samsung Electronics","621b996b5f87e75f5365c4d1","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Philip Morris International","621b996b5f87e75f5365c4d5","A List CDP - Water Security","629bd91f27ab53e0fa4e598a",1
"Philip Morris International","621b996b5f87e75f5365c4d5","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Philip Morris International","621b996b5f87e75f5365c4d5","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"SANOFI","621b996b5f87e75f5365c4d9","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"SANOFI","621b996b5f87e75f5365c4d9","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Nissan Motor Co.","621b996b5f87e75f5365c4dd","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Nissan Motor Co.","621b996b5f87e75f5365c4dd","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Nissan Chemical","621b996b5f87e75f5365c4e1","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Schnitzer Steel Industries","621b996b5f87e75f5365c4e5","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"PTT Global Chemical","621b996b5f87e75f5365c4e9","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Seiko Epson","621b996b5f87e75f5365c4ed","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Seiko Epson","621b996b5f87e75f5365c4ed","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Sony","621b996b5f87e75f5365c4f1","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Sony","621b996b5f87e75f5365c4f1","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"SEKISUI CHEMICAL CO.,LTD.","621b996c5f87e75f5365c4f9","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"SEKISUI CHEMICAL CO.,LTD.","621b996c5f87e75f5365c4f9","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Sumitomo Chemical Co.","621b996c5f87e75f5365c501","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Sumitomo Chemical Co.","621b996c5f87e75f5365c501","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Suntory Beverage & Food","621b996c5f87e75f5365c505","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"TDK","621b996c5f87e75f5365c509","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Symrise AG","621b996c5f87e75f5365c50d","Plant Based Foods Association","629bd91f27ab53e0fa4e59b7",1
"Symrise AG","621b996c5f87e75f5365c50d","A List CDP - Water Security","629bd91f27ab53e0fa4e598a",1
"Symrise AG","621b996c5f87e75f5365c50d","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Symrise AG","621b996c5f87e75f5365c50d","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Taiwan Semiconductor Manufacturing","621b996c5f87e75f5365c519","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Tech Mahindra","621b996c5f87e75f5365c51d","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Tech Mahindra","621b996c5f87e75f5365c51d","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Toray Industries","621b996c5f87e75f5365c521","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Toyota Motor","621b996c5f87e75f5365c525","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Toyota Motor","621b996c5f87e75f5365c525","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Swire Coca-Cola Limited","621b996c5f87e75f5365c535","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Unilever plc","621b996c5f87e75f5365c53d","A List CDP - Climate Change","629bd91f27ab53e0fa4e5987",1
"Unilever plc","621b996c5f87e75f5365c53d","A List CDP - Water Security","629bd91f27ab53e0fa4e598a",1
"Unilever plc","621b996c5f87e75f5365c53d","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Volkswagen AG","621b996c5f87e75f5365c541","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"TEKFEN HOLDING A.S.","621b996c5f87e75f5365c56d","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Beiersdorf AG","621b996c5f87e75f5365c575","A List CDP - Water Security","629bd91f27ab53e0fa4e598a",1
"Burberry","621b996c5f87e75f5365c581","Leather Working Group(LWG)","629bd92027ab53e0fa4e59c3",1
"Bridgestone","621b996c5f87e75f5365c589","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Corbion","621b996d5f87e75f5365c5a5","Plant Based Foods Association","629bd91f27ab53e0fa4e59b7",1
"H&M Hennes & Mauritz AB","621b996d5f87e75f5365c601","Ethical Trading Initiative(ETI)","629bd92027ab53e0fa4e59c0",1
"Formosa Plastics","621b996e5f87e75f5365c625","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Lenovo Group","621b996e5f87e75f5365c6b9","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Levi Strauss & Co.","621b996f5f87e75f5365c6c9","Leather Working Group(LWG)","629bd92027ab53e0fa4e59c3",1
"Levi Strauss & Co.","621b996f5f87e75f5365c6c9","BCI - Better Cotton Initiative","629bd91f27ab53e0fa4e59ae",1
"Naturgy Energy Group SA","621b99705f87e75f5365c77d","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"Tessy Plastics","621b99705f87e75f5365c7a9","A List CDP - Forests","629bd91f27ab53e0fa4e598d",1
"DSC","621b99735f87e75f5365c939","Green Seal","629bd91f27ab53e0fa4e5990",1
"DSC","621b99735f87e75f5365c939","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Georgia-Pacific Consumer Products LP","621b99735f87e75f5365c9a5","Green Seal","629bd91f27ab53e0fa4e5990",1
"Georgia-Pacific Consumer Products LP","621b99735f87e75f5365c9a5","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Fuller Industries","621b99745f87e75f5365c9e9","Green Seal","629bd91f27ab53e0fa4e5990",1
"Fuller Industries","621b99745f87e75f5365c9e9","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Midlab","621b99755f87e75f5365ca89","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Midlab","621b99755f87e75f5365ca89","Green Seal","629bd91f27ab53e0fa4e5990",1
"Momar","621b99755f87e75f5365ca95","Green Seal","629bd91f27ab53e0fa4e5990",1
"Momar","621b99755f87e75f5365ca95","SaferChoice","629bd91f27ab53e0fa4e5984",1
"MINNCOR Industries","621b99755f87e75f5365ca99","Green Seal","629bd91f27ab53e0fa4e5990",1
"MINNCOR Industries","621b99755f87e75f5365ca99","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Multi-Clean","621b99755f87e75f5365caad","Green Seal","629bd91f27ab53e0fa4e5990",1
"Multi-Clean","621b99755f87e75f5365caad","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Pro Chem","621b99765f87e75f5365caf5","Green Seal","629bd91f27ab53e0fa4e5990",1
"Pro Chem","621b99765f87e75f5365caf5","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Stearns Packaging","621b99775f87e75f5365cbdd","Green Seal","629bd91f27ab53e0fa4e5990",1
"Stearns Packaging","621b99775f87e75f5365cbdd","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Synthetic Labs","621b99785f87e75f5365cc11","Green Seal","629bd91f27ab53e0fa4e5990",1
"Synthetic Labs","621b99785f87e75f5365cc11","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Whisk Products","621b99795f87e75f5365cce5","Green Seal","629bd91f27ab53e0fa4e5990",1
"Whisk Products","621b99795f87e75f5365cce5","SaferChoice","629bd91f27ab53e0fa4e5984",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Health and Safety Policies","629bd92327ab53e0fa4e5abf",-1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Workforce Demographics","629bd92327ab53e0fa4e5acb",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Work-Life Balance","629bd92327ab53e0fa4e5ac5",-1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Local Employment Pipeline","629bd92327ab53e0fa4e5ace",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Local School Support","629bd92427ab53e0fa4e5ae3",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_SEC Filings Review","629bd92427ab53e0fa4e5af5",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Worker Benefits Package","629bd92327ab53e0fa4e5ac2",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Human Rights Reporting","629bd92427ab53e0fa4e5ad4",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Sustainable Products and Services","629bd92427ab53e0fa4e5afb",-1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Labor & Human Rights Commitment","629bd92427ab53e0fa4e5ad1",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Renewable Energy Percentage_Half","629bd92427ab53e0fa4e5afe",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Supplier Requirements on Labor & Human Rights","629bd92427ab53e0fa4e5ad7",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Diversity, Equity, and Inclusion Policies","629bd92327ab53e0fa4e5ac8",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Opportunities for Local Businesses","629bd92427ab53e0fa4e5ae0",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Transparent Charitable Giving","629bd92427ab53e0fa4e5ae9",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Climate Commitments","629bd92427ab53e0fa4e5b07",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Human Rights Supply Chain Safeguards","629bd92427ab53e0fa4e5add",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Actions to Support Human Rights Commitment","629bd92427ab53e0fa4e5ada",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Related Party Transactions","629bd92427ab53e0fa4e5aef",-1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Privacy Policies","629bd92427ab53e0fa4e5af8",1
"Amazon Business","621b99ae5f87e75f5365ebfd","justCapital_metric_Commitment to Following Laws & Regulations","629bd92427ab53e0fa4e5af2",1
"Amazon Business","621b99ae5f87e75f5365ebfd","BCI - Better Cotton Initiative","629bd91f27ab53e0fa4e59ae",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Workforce Demographics","629bd92327ab53e0fa4e5acb",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Health and Safety Policies","629bd92327ab53e0fa4e5abf",-1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Supplier Requirements on Labor & Human Rights","629bd92427ab53e0fa4e5ad7",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Local Employment Pipeline","629bd92327ab53e0fa4e5ace",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Opportunities for Local Businesses","629bd92427ab53e0fa4e5ae0",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Worker Benefits Package","629bd92327ab53e0fa4e5ac2",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Related Party Transactions","629bd92427ab53e0fa4e5aef",-1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_SEC Filings Review","629bd92427ab53e0fa4e5af5",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Human Rights Reporting","629bd92427ab53e0fa4e5ad4",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Privacy Policies","629bd92427ab53e0fa4e5af8",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Labor & Human Rights Commitment","629bd92427ab53e0fa4e5ad1",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Work-Life Balance","629bd92327ab53e0fa4e5ac5",-1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Renewable Energy Percentage_Half","629bd92427ab53e0fa4e5afe",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Actions to Support Human Rights Commitment","629bd92427ab53e0fa4e5ada",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Transparent Charitable Giving","629bd92427ab53e0fa4e5ae9",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Human Rights Supply Chain Safeguards","629bd92427ab53e0fa4e5add",1
"Alexa Internet","621b99ae5f87e75f5365ec01","BCI - Better Cotton Initiative","629bd91f27ab53e0fa4e59ae",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Local School Support","629bd92427ab53e0fa4e5ae3",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Commitment to Following Laws & Regulations","629bd92427ab53e0fa4e5af2",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Sustainable Products and Services","629bd92427ab53e0fa4e5afb",-1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Diversity, Equity, and Inclusion Policies","629bd92327ab53e0fa4e5ac8",1
"Alexa Internet","621b99ae5f87e75f5365ec01","justCapital_metric_Climate Commitments","629bd92427ab53e0fa4e5b07",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Human Rights Reporting","629bd92427ab53e0fa4e5ad4",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Workforce Demographics","629bd92327ab53e0fa4e5acb",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Labor & Human Rights Commitment","629bd92427ab53e0fa4e5ad1",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Health and Safety Policies","629bd92327ab53e0fa4e5abf",-1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Opportunities for Local Businesses","629bd92427ab53e0fa4e5ae0",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Local Employment Pipeline","629bd92327ab53e0fa4e5ace",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Local School Support","629bd92427ab53e0fa4e5ae3",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_SEC Filings Review","629bd92427ab53e0fa4e5af5",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Work-Life Balance","629bd92327ab53e0fa4e5ac5",-1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Sustainable Products and Services","629bd92427ab53e0fa4e5afb",-1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Actions to Support Human Rights Commitment","629bd92427ab53e0fa4e5ada",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Renewable Energy Percentage_Half","629bd92427ab53e0fa4e5afe",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Transparent Charitable Giving","629bd92427ab53e0fa4e5ae9",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Supplier Requirements on Labor & Human Rights","629bd92427ab53e0fa4e5ad7",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Climate Commitments","629bd92427ab53e0fa4e5b07",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Human Rights Supply Chain Safeguards","629bd92427ab53e0fa4e5add",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Related Party Transactions","629bd92427ab53e0fa4e5aef",-1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Commitment to Following Laws & Regulations","629bd92427ab53e0fa4e5af2",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Privacy Policies","629bd92427ab53e0fa4e5af8",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Diversity, Equity, and Inclusion Policies","629bd92327ab53e0fa4e5ac8",1
"Amazon Books","621b99ae5f87e75f5365ec05","BCI - Better Cotton Initiative","629bd91f27ab53e0fa4e59ae",1
"Amazon Books","621b99ae5f87e75f5365ec05","justCapital_metric_Worker Benefits Package","629bd92327ab53e0fa4e5ac2",1
"Amazon Fresh","621b99ae5f87e75f5365ec09","justCapital_metric_Workforce Demographics","629bd92327ab53e0fa4e5acb",1
"Amazon Fresh","621b99ae5f87e75f5365ec09","justCapital_metric_Work-Life Balance","629bd92327ab53e0fa4e5ac5",-1
